sheet,variable,measurement,type,value_set,n_observed,n_missing,derivation_rule,used_by_analyses,enters_an_analysis,why_not_used,documentation_status
02_PersonWeeks,tobacco_status,"This shows whether the person never smoked, used to smoke, smokes occasionally, or smokes every day, with a few unknown.",categorical (text),never = 3127; former = 725; occasional = 503; daily = 354; unknown = 20,4729,0,"DERIVED from tobacco_use, under the pre-specified recode rules documented in Appendix A2 (Table S2 for this sheet).",,no,source or intermediate form of smoker_current; the analysis uses smoker_current,Described in this appendix
02_PersonWeeks,tobacco_use,"This shows whether the person has ever smoked, currently smokes sometimes, quit smoking (and roughly how long ago), or never smoked at all.",categorical (text),18 distinct text categories; most frequent: Hiç kullanmadım (Yaşamım boyunca 100'den az sigara içtim) = 3119; Eskiden kullanırdım (Yaşamım boyunca 100+ sigara içtim ancak şu anda kullanmıyorum) - Bırakma: >5 yıl = 520; Ara sıra kullanırım (haftada bazı günler; her gün değil) = 503; Eskiden kullanırdım (Yaşamım boyunca 100+ sigara içtim ancak şu anda kullanmıyorum) - Bırakma: 1 yıl önce = 134,4710,19,Taken directly from the recorded response,,no,source or intermediate form of smoker_current; the analysis uses smoker_current,Documented in the project codebook
02_PersonWeeks,tstart,The open-closed weekly risk interval that each filed report contributes to the recurrent-event model.,count,"numeric, 0 to 32; median 18 (IQR 10-25)",4729,0,"(tstart, tstop] in week units, 0 to 33, one interval per filed person-week.","M5, M6, M8",yes,,Described in this appendix
02_PersonWeeks,tstop,The open-closed weekly risk interval that each filed report contributes to the recurrent-event model.,count,"numeric, 1 to 33; median 19 (IQR 11-26)",4729,0,"(tstart, tstop] in week units, 0 to 33, one interval per filed person-week.","M5, M6, M8",yes,,Described in this appendix
02_PersonWeeks,university,"Whether the physician works in a university hospital, from the institution question on the registration questionnaire (Supplement S1).",binary,0 = 2483; 1 = 2246,4729,0,"1 = university hospital, 0 = other institution. 117 of 304; 105 of the 248 reporters.",M4,yes,,Described in this appendix
02_PersonWeeks,vaccine_this_season,"This shows whether a doctor got a flu vaccine this season, with about 1,874 saying yes and 2,843 saying no.",binary,0 = 2843; 1 = 1874,4717,12,"DERIVED from current-season vaccination answer, under the pre-specified recode rules documented in Appendix A2 (Table S2 for this sheet).",,no,source or intermediate form of vax; the analysis uses vax,Documented in the project codebook
02_PersonWeeks,vaccine_week,This shows which week of the year (from 1 to 52) the person received their flu vaccine.,count,"numeric, 1 to 52; median 44 (IQR 42-45)",1874,2855,Taken directly from the recorded response,,no,source or intermediate form of vax_week_idx; the analysis uses vax_week_idx,Documented in the project codebook
02_PersonWeeks,vax,"Whether the physician reported, on the registration questionnaire (Supplement S1), having received a seasonal influenza vaccination in the current season.",binary,0 = 2855; 1 = 1874,4729,0,"1 = yes, 0 = no. 101 of the 304 registrants; 91 of the 248 active reporters.",M1,yes,,Described in this appendix
02_PersonWeeks,vax_iso_week,"This shows the week of the year, from 1 to 52, when the doctor got their flu vaccine.",count,"numeric, 1 to 52; median 44 (IQR 42-45)",1874,2855,Taken directly from the recorded response,M6 exposure timing,yes,,Described in this appendix
02_PersonWeeks,vax_protected,"Whether, in that week, the physician was already vaccinated for the current season and enough time had passed for protection to have developed. The vaccination date came from the registration questionnaire (Supplement S1).",binary,0 = 3116; 1 = 1613,4729,0,"1 if the week index is at least two weeks after the recorded vaccination week, else 0. The two-week onset lag is applied without exception; weeks between vaccination and that point count as unprotected. 1,613 of 4,729 person-weeks protected; 21 of the 91 A-cluster episodes occur under protection.","M5, M6",yes,,Described in this appendix
02_PersonWeeks,vax_week_idx,The season week number (1–33) in which the physician was vaccinated; empty if not vaccinated.,count,"numeric, 1 to 16; median 6 (IQR 4-7)",1874,2855,"DERIVED from vax_iso_week, under the pre-specified recode rules documented in Appendix A2 (Table S2 for this sheet).",M6 exposure timing; cumulative coverage indicator,yes,,Described in this appendix
02_PersonWeeks,vuln_patients,"Whether the physician's patients are mainly people aged 65 and over or immunosuppressed, from the primary-patient-group question on the registration questionnaire (Supplement S1).",binary,0 = 1713; 1 = 75,1788,2941,"1 = mainly elderly or immunosuppressed, 0 = not. 5 of the 112.",descriptive (Table 3.8),yes,,Documented in this appendix
02_PersonWeeks,week,"The calendar week, written in the international ISO format (for example 2025-W40 means the 40th week of 2025).",categorical (text),33 distinct text categories; most frequent: 2026-W12 = 177; 2026-W13 = 171; 2026-W08 = 171; 2026-W11 = 168,4729,0,Taken directly from the recorded response,"M9, M10",yes,,Documented in the project codebook
02_PersonWeeks,week_end_date,"This shows the last day of each week covered by the survey data, ranging from October 5, 2025 to May 17, 2026.",categorical (text),33 distinct text categories; most frequent: 2026-03-22 = 177; 2026-03-29 = 171; 2026-02-22 = 171; 2026-03-15 = 168,4729,0,"DERIVED from week, under the pre-specified recode rules documented in Appendix A2 (Table S2 for this sheet).",week alignment,yes,,Documented in the project codebook
02_PersonWeeks,week_idx,"The position of the ISO week in the 33-week season, from W40/2025 as 1 to W20/2026 as 33.",count,"numeric, 1 to 33; median 19 (IQR 11-26)",4729,0,Integer 1 to 33.,"M9, M10",yes,,Documented in the project codebook
02_PersonWeeks,week_start_date,"This column shows the date each week began during the study period, from late September 2025 to mid-May 2026.",categorical (text),33 distinct text categories; most frequent: 2026-03-16 = 177; 2026-03-23 = 171; 2026-02-16 = 171; 2026-03-09 = 168,4729,0,"DERIVED from week, under the pre-specified recode rules documented in Appendix A2 (Table S2 for this sheet).",week alignment,yes,,Documented in the project codebook
02_PersonWeeks,weeks_since_prev_episode,"This shows how many weeks passed since this doctor's last flu-like illness began, ranging from 1 to 31 weeks; it's blank if there wasn't an earlier one.",count,"numeric, 1 to 31; median 5 (IQR 2-9)",2818,1911,Derived variable constructed for analysis,PWP gap-time model,yes,,Described in this appendix
03_Episodes,age,"This shows the physician's age, calculated from their birth year, ranging from 24 to 72 years old.",count,"numeric, 25 to 72; median 35 (IQR 32-45)",497,0,"DERIVED from birth_year, under the pre-specified recode rules documented in Appendix A2 (Table S2 for this sheet).",cohort description (Table 3.4),yes,,Described in this appendix
03_Episodes,age10,"The physician's age at the start of the season, from the year of birth given on the registration questionnaire (Supplement S1), rescaled so one unit is ten years.",continuous,"numeric, 2.5 to 7.2; median 3.5 (IQR 3.2-4.5)",497,0,(2025 minus year of birth) / 10; range 2.4 to 7.2.,"M1, M4, M5, M6, M7, M8",yes,,Described in this appendix
03_Episodes,agent_cluster,"The clinician's judgement of what most likely caused the illness, in four groups: A viral with whole-body effects (flu-like), B viral affecting one area (such as a common cold), C bacterial, D cannot tell.",categorical (text),B KÜMESİ (Viral - Lokal Etki) = 341; A KÜMESİ (Viral - Sistemik Etki) = 91; C KÜMESİ (Bakteriyel etkenler) = 43; D Kümesi: Ayırt edemem/Bilmiyorum = 22,497,0,Taken directly from the recorded response,M6 cluster-specific contrasts,yes,,Documented in the project codebook
03_Episodes,any_test,Whether the patient had any diagnostic test done during their illness (most did not).,binary,0 = 492; 1 = 5,497,0,"DERIVED from diagnostic_test, under the pre-specified recode rules documented in Appendix A2 (Table S2 for this sheet).","diagnostic-testing description, Table 3.10",yes,,Described in this appendix
03_Episodes,any_work_absence,"This shows whether the person's daily routine or work was disrupted at all during their illness, with most people reporting no disruption.",binary,0 = 468; 1 = 29,497,0,"DERIVED from daily_routine_impact, under the pre-specified recode rules documented in Appendix A2 (Table S2 for this sheet).","presenteeism description of A-cluster episodes, Table 3.10",yes,,Described in this appendix
03_Episodes,cluster_label,"This shows which illness group a patient was placed in — such as a viral infection with mainly local symptoms, viral with body-wide (flu-like) symptoms, a bacterial infection, or unknown.",categorical (text),B: Viral-Local = 341; A: Viral-Systemic (ILI proxy) = 91; C: Bacterial = 43; D: Unknown = 22,497,0,"DERIVED from agent_cluster, under the pre-specified recode rules documented in Appendix A2 (Table S2 for this sheet).",,no,source or intermediate form of cluster_letter; the analysis uses cluster_letter,Described in this appendix
03_Episodes,cluster_letter,"Just the letter of the cause group: A, B, C or D.",categorical (text),B = 341; A = 91; C = 43; D = 22,497,0,Derived variable constructed for analysis,M6 cluster-specific contrasts,yes,,Described in this appendix
03_Episodes,duration_weeks,"This shows how many weeks the illness episode lasted, either 1 week or 2 weeks.",ordinal,1 = 394; 2 = 103,497,0,Derived variable constructed for analysis,episode-duration description,yes,,Described in this appendix
03_Episodes,end_week,"This shows the calendar week in which a person's illness episode ended, such as the ninth week of 2026.",categorical (text),33 distinct text categories; most frequent: 2026-W09 = 22; 2026-W17 = 22; 2026-W01 = 22; 2026-W13 = 21,497,0,"DERIVED from week, under the pre-specified recode rules documented in Appendix A2 (Table S2 for this sheet).",episode timing,yes,,Described in this appendix
03_Episodes,end_week_idx,"This shows how many weeks into the flu season the illness episode ended, ranging from week 1 to week 33.",count,"numeric, 1 to 33; median 19 (IQR 12-26)",497,0,"DERIVED from end_week, under the pre-specified recode rules documented in Appendix A2 (Table S2 for this sheet).",episode timing,yes,,Described in this appendix
03_Episodes,episode_id,"Code for one illness episode, so the weeks belonging to the same illness can be grouped together.",categorical (text),497 distinct text categories; most frequent: HEKIM-03024MPJ5_E1 = 1; HEKIM-NSTDPNPLB_E4 = 1; HEKIM-OTH8S4R62_E1 = 1; HEKIM-OQA8LDTUO_E4 = 1,497,0,"DERIVED from participant_id, under the pre-specified recode rules documented in Appendix A2 (Table S2 for this sheet).","M5, M6 episode ordering",yes,,Documented in the project codebook
03_Episodes,female,The physician's sex as recorded on the registration questionnaire (Supplement S1).,binary,0 = 169; 1 = 328,497,0,"1 = female, 0 = male. 195 of 304 registrants; 165 of the 248 reporters.","M1, M4, M7, M5",yes,,Described in this appendix
03_Episodes,max_symptom_days,"This shows the longest number of days a patient reported having symptoms during their illness, but this information was missing for most patients.",count,"numeric, 1 to 21; median 4 (IQR 3-6)",91,406,"DERIVED from symptom_duration_days, under the pre-specified recode rules documented in Appendix A2 (Table S2 for this sheet).","symptom-duration description, Table 3.10",yes,,Described in this appendix
03_Episodes,onset_week_idx,This shows the week of the season (1 to 33) when symptoms began.,count,"numeric, 1 to 33; median 19 (IQR 12-26)",497,0,"DERIVED from start_week_idx, under the pre-specified recode rules documented in Appendix A2 (Table S2 for this sheet).",M6 exposure timing,yes,,Described in this appendix
03_Episodes,participant_id,The masked identifier that links a physician's weekly reports to one another.,categorical (text),192 distinct text categories; most frequent: HEKIM-Y6SIYW4IS = 12; HEKIM-QWGNXGAIE = 11; HEKIM-91DX2UUZM = 8; HEKIM-3BEA3LAQB = 8,497,0,"Character identifier; 304 registrants, 248 with at least one filed report.","M5, M6, M8 frailty; M10 random intercept",yes,,Described in this appendix
03_Episodes,reported,Whether the registrant ever filed a weekly report during the season.,binary,1 = 497,497,0,"1 = at least one weekly report, 0 = none. 248 of 304 registrants.",M4,yes,,Described in this appendix
03_Episodes,sees_pat,"Whether the physician examines patients face to face, as opposed to working in a laboratory, consultative or non-clinical role, from the registration questionnaire (Supplement S1).",binary,0 = 295; 1 = 202,497,0,"1 = face-to-face examination, 0 = not. 150 of 304 registrants; 112 of the 248 reporters, which is the occupational subgroup (cohort_112_primary).","M1, M4, M7; defines the 112 subgroup, M5",yes,,Described in this appendix
03_Episodes,source_healthcare_any,"This shows whether a person's information came from a doctor, hospital, or other health service, with most people saying no.",binary,0 = 66; 1 = 25,91,406,"DERIVED from source_healthcare, under the pre-specified recode rules documented in Appendix A2 (Table S2 for this sheet).",,no,source or intermediate form of source_healthcare; the analysis uses source_healthcare,Described in this appendix
03_Episodes,source_household_any,This tells whether anyone in the person's household was identified as a possible source of the flu-like illness during this episode.,binary,0 = 54; 1 = 37,91,406,"DERIVED from source_household, under the pre-specified recode rules documented in Appendix A2 (Table S2 for this sheet).",,no,source or intermediate form of source_household; the analysis uses source_household,Described in this appendix
03_Episodes,source_social_any,"This shows whether a person may have caught the flu from a social setting, like an event or gathering with other people.",binary,0 = 65; 1 = 26,91,406,"DERIVED from source_social, under the pre-specified recode rules documented in Appendix A2 (Table S2 for this sheet).",,no,source or intermediate form of source_social; the analysis uses source_social,Described in this appendix
03_Episodes,start_date,"This shows the date each week began when a person's flu symptoms were tracked, covering late September 2025 through mid-May 2026.",categorical (text),33 distinct text categories; most frequent: 2026-02-23 = 24; 2026-04-06 = 24; 2026-04-20 = 24; 2026-03-16 = 22,497,0,"DERIVED from start_week, under the pre-specified recode rules documented in Appendix A2 (Table S2 for this sheet).",,no,source or intermediate form of start_week; the analysis uses start_week,Described in this appendix
03_Episodes,start_week,"This shows the calendar week each person's illness symptoms began, with the number of cases starting in that week.",categorical (text),33 distinct text categories; most frequent: 2026-W09 = 24; 2026-W15 = 24; 2026-W17 = 24; 2026-W12 = 22,497,0,"DERIVED from week, under the pre-specified recode rules documented in Appendix A2 (Table S2 for this sheet).",episode timing,yes,,Described in this appendix
03_Episodes,start_week_idx,This shows which week of the flu season (numbered 1 to 33) a patient's illness began.,count,"numeric, 1 to 33; median 19 (IQR 12-26)",497,0,Derived variable constructed for analysis,episode timing,yes,,Described in this appendix
03_Episodes,under_vax_protection,1 if the illness began during a week when the physician's vaccine was already working (two or more weeks after vaccination).,binary,0 = 333; 1 = 164,497,0,Derived variable constructed for analysis,M6 exposure classification at episode onset,yes,,Described in this appendix
03_Episodes,vax,"Whether the physician reported, on the registration questionnaire (Supplement S1), having received a seasonal influenza vaccination in the current season.",binary,0 = 305; 1 = 192,497,0,"1 = yes, 0 = no. 101 of the 304 registrants; 91 of the 248 active reporters.",M1,yes,,Described in this appendix
03_Episodes,vax_protected,"Whether, in that week, the physician was already vaccinated for the current season and enough time had passed for protection to have developed. The vaccination date came from the registration questionnaire (Supplement S1).",binary,0 = 333; 1 = 164,497,0,"1 if the week index is at least two weeks after the recorded vaccination week, else 0. The two-week onset lag is applied without exception; weeks between vaccination and that point count as unprotected. 1,613 of 4,729 person-weeks protected; 21 of the 91 A-cluster episodes occur under protection.","M5, M6",yes,,Described in this appendix
03_Episodes,vax_week_idx,The season week number (1–33) in which the physician was vaccinated; empty if not vaccinated.,count,"numeric, 1 to 16; median 6 (IQR 4-7)",192,305,"DERIVED from vax_iso_week, under the pre-specified recode rules documented in Appendix A2 (Table S2 for this sheet).",M6 exposure timing; cumulative coverage indicator,yes,,Described in this appendix
04_WeeklySystem,A_rate_per1000_pw,"This shows how many new flu type A cases occurred for every 1,000 person-weeks of observation, allowing fair comparison across time periods.",continuous,"numeric, 0 to 45.4545; median 19.3548 (IQR 12.0482-27.2109)",33,0,1000 × n_new_A / pw_at_risk_new,weekly A-cluster rate indicator,yes,,Described in this appendix
04_WeeklySystem,file_matches_recomputed_ILI,TRUE if the value in the original two-system file equals the value the dataset build recalculated from the raw weekly answers. TRUE in all 33 weeks.,binary,1 = 33,33,0,Derived variable constructed for analysis,,no,provenance / reconciliation field of the dataset build; not an analysis variable,Described in this appendix
04_WeeklySystem,file_matches_recomputed_Vaka,TRUE if the flu-like count in the original two-system file equals the dataset build's recalculation. TRUE in all 33 weeks.,binary,1 = 33,33,0,Derived variable constructed for analysis,,no,provenance / reconciliation field of the dataset build; not an analysis variable,Described in this appendix
04_WeeklySystem,file_salgintr_ILI,"The participatory count as it appears in the original two-system file. the dataset build confirmed it equals new illnesses of ANY cause group (season total 497), not flu-like ones only.",count,"numeric, 7 to 24; median 15 (IQR 12-17)",33,0,Taken directly from the recorded response,,no,provenance / reconciliation field of the dataset build; not an analysis variable,Described in this appendix
04_WeeklySystem,file_salgintr_Vaka,The flu-like count as it appears in the original two-system file. the dataset build confirmed it equals new group-A illnesses (season total 91).,count,0 = 2; 1 = 7; 2 = 6; 3 = 7; 4 = 6; 5 = 3; 6 = 2,33,0,Taken directly from the recorded response,,no,provenance / reconciliation field of the dataset build; not an analysis variable,Described in this appendix
04_WeeklySystem,ili_rate_per1000_pw,"This shows how many new flu-like illness cases occurred for every 1,000 weeks that people were tracked, ranging from about 49 to 182.",continuous,"numeric, 49.3827 to 181.818; median 103.03 (IQR 92.1053-124.294)",33,0,1000 × n_new_episodes / pw_at_risk_new,weekly incidence indicator; discrimination row of Table 3.21,yes,,Described in this appendix
04_WeeklySystem,n_new_A,"This shows how many new flu-like illness cases were reported each week, with counts ranging from 0 to 6.",count,0 = 2; 1 = 7; 2 = 6; 3 = 7; 4 = 6; 5 = 3; 6 = 2,33,0,Derived variable constructed for analysis,M9 numerator,yes,,Described in this appendix
04_WeeklySystem,n_new_B,"This shows how many new group-B flu cases were reported that week, ranging from 2 to 20 across the study.",count,"numeric, 2 to 20; median 10 (IQR 8-12)",33,0,"DERIVED from event_B, under the pre-specified recode rules documented in Appendix A2 (Table S2 for this sheet).","weekly cluster mix, Table 3.19 / Figure 3.3.1",yes,,Described in this appendix
04_WeeklySystem,n_new_C,"This shows how many new ""cluster-C"" flu cases were reported that week, ranging from 0 to 4 cases.",ordinal,0 = 7; 1 = 14; 2 = 8; 3 = 3; 4 = 1,33,0,"DERIVED from event_C, under the pre-specified recode rules documented in Appendix A2 (Table S2 for this sheet).","weekly cluster mix, Figure 3.3.1",yes,,Described in this appendix
04_WeeklySystem,n_new_D,"This shows how many new cluster-D flu cases were reported that week, with most weeks having none, one, or two cases.",ordinal,0 = 17; 1 = 11; 2 = 4; 3 = 1,33,0,"DERIVED from event_D, under the pre-specified recode rules documented in Appendix A2 (Table S2 for this sheet).","weekly cluster mix, Figure 3.3.1",yes,,Described in this appendix
04_WeeklySystem,n_new_episodes,"This shows how many new flu-like illness cases were reported by participating doctors that week, ranging from 7 to 24 cases.",count,"numeric, 7 to 24; median 15 (IQR 12-17)",33,0,Derived variable constructed for analysis,"M9, indicator denominator",yes,,Described in this appendix
04_WeeklySystem,n_protected,"This number shows how many person-weeks that week's flu-shot protection was estimated to cover, ranging from 0 to 74.",count,"numeric, 0 to 74; median 59 (IQR 46-66)",33,0,"DERIVED from vax_protected, under the pre-specified recode rules documented in Appendix A2 (Table S2 for this sheet).",weekly vaccine-protected person-time indicator,yes,,Described in this appendix
04_WeeklySystem,n_reporters,"How many physicians filed a report that week. This grows from 44 in the first week to a plateau of roughly 150–177 from week 2025-W48 onward, so raw weekly counts must never be read as a trend without dividing by this.",count,"numeric, 44 to 177; median 157 (IQR 146-164)",33,0,Derived variable constructed for analysis,participation indicator,yes,,Described in this appendix
04_WeeklySystem,n_sym_A,"This shows how many weeks each physician reported symptoms matching Cluster A during the study period, out of a possible 7 weeks.",count,0 = 2; 1 = 5; 2 = 7; 3 = 7; 4 = 7; 5 = 2; 6 = 2; 7 = 1,33,0,Derived variable constructed for analysis,"weekly A-cluster symptomatic count, Figure 3.6.1",yes,,Described in this appendix
04_WeeklySystem,n_symptomatic,"This shows how many person-weeks that week had someone reporting flu-like symptoms, ranging from 8 to 27.",count,"numeric, 8 to 27; median 19 (IQR 14-21)",33,0,"DERIVED from symptomatic, under the pre-specified recode rules documented in Appendix A2 (Table S2 for this sheet).",symptomatic-prevalence indicator,yes,,Described in this appendix
04_WeeklySystem,pct_A_of_new_episodes,The share of the week's incident influenza-like-illness episodes that the reporting physicians judged to be viral systemic.,continuous,"numeric, 0 to 62.5; median 18.75 (IQR 10-25)",33,0,"100 x n_new_A / n_new_episodes. Weekly median 18.75%, range 0 to 62.5%; season 91/497 = 18.31%. Compared with the sentinel positivity on identically smoothed series.",M9,yes,,Described in this appendix
04_WeeklySystem,person_weeks,"This row shows how many doctors reported data that week, ranging from 44 to 177, used to calculate other weekly rates.",count,"numeric, 44 to 177; median 157 (IQR 146-164)",33,0,Derived variable constructed for analysis,participation indicator,yes,,Described in this appendix
04_WeeklySystem,pw_at_risk_new,"The number of physician-weeks that could have started a new illness that week (weeks where an illness was already running are excluded). Season total 4,626. This is the correct denominator for incidence.",count,"numeric, 44 to 174; median 153 (IQR 142-162)",33,0,"Weekly sum of at_risk_new_episode — season total 4626, verified against person_week","M5, M6, M8 denominator; every rate per 100 at-risk person-weeks",yes,,Described in this appendix
04_WeeklySystem,sb_ili_consultations,"How many flu-like illness visits the national Ministry of Health sentinel clinics recorded that week. Season total 3,779.",count,"numeric, 53 to 220; median 113 (IQR 80-134)",33,0,Derived variable constructed for analysis,M9 (denominator),yes,,Described in this appendix
04_WeeklySystem,sb_positive_cases,How many of the national sentinel samples tested positive for flu that week. Season total 739.,count,"numeric, 1 to 126; median 12 (IQR 5-20)",33,0,Derived variable constructed for analysis,M9 (numerator),yes,,Described in this appendix
04_WeeklySystem,sb_positivity_pct,The national sentinel positivity for the week: laboratory-confirmed influenza and SARS-CoV-2 among specimens taken from sentinel influenza-like-illness consultations.,continuous,"numeric, 0.900901 to 57.2727; median 11.0092 (IQR 6.57895-15.2672)",33,0,"100 x sb_positive_cases / sb_ili_consultations. Season 739/3,779 = 19.56%; weekly range 0.90 to 57.27%. External series from the European Respiratory Virus Surveillance Summary export.",M9,yes,,Described in this appendix
04_WeeklySystem,sym_prevalence_pct,"Out of every 100 person-weeks tracked, between about 6 and 18 involved someone reporting flu-like symptoms, including symptoms that carried over from earlier weeks.",continuous,"numeric, 5.73248 to 18.1818; median 12.7273 (IQR 11.3333-14.7651)",33,0,Derived variable constructed for analysis,weekly symptomatic-prevalence indicator,yes,,Described in this appendix
04_WeeklySystem,week,"The calendar week, written in the international ISO format (for example 2025-W40 means the 40th week of 2025).",categorical (text),33 distinct text categories; most frequent: 2025-W40 = 1; 2026-W05 = 1; 2026-W19 = 1; 2026-W18 = 1,33,0,Taken directly from the recorded response,"M9, M10",yes,,Documented in the project codebook
04_WeeklySystem,week_end_date,"This shows the last day of each week covered by the survey data, ranging from October 5, 2025 to May 17, 2026.",categorical (text),33 distinct text categories; most frequent: 2025-10-05 = 1; 2026-02-01 = 1; 2026-05-10 = 1; 2026-05-03 = 1,33,0,"DERIVED from week, under the pre-specified recode rules documented in Appendix A2 (Table S2 for this sheet).",week alignment,yes,,Documented in the project codebook
04_WeeklySystem,week_idx,"The position of the ISO week in the 33-week season, from W40/2025 as 1 to W20/2026 as 33.",count,"numeric, 1 to 33; median 17 (IQR 9-25)",33,0,Integer 1 to 33.,"M9, M10",yes,,Documented in the project codebook
04_WeeklySystem,week_start_date,"This column shows the date each week began during the study period, from late September 2025 to mid-May 2026.",categorical (text),33 distinct text categories; most frequent: 2025-09-29 = 1; 2026-01-26 = 1; 2026-05-04 = 1; 2026-04-27 = 1,33,0,"DERIVED from week, under the pre-specified recode rules documented in Appendix A2 (Table S2 for this sheet).",week alignment,yes,,Documented in the project codebook
05_RecodedIndividual,aerosol,This shows how often a doct,categorical (text),Hiç gerçekleştirmiyor = 68; %10'dan az = 27; %20'den fazla = 10; %10-20 = 7,112,136,Taken directly from the recorded response,,no,source or intermediate form of aerosol_ord; the analysis uses aerosol_ord,Described in this appendix
05_RecodedIndividual,age,"This shows the physician's age, calculated from their birth year, ranging from 24 to 72 years old.",count,"numeric, 25 to 72; median 36 (IQR 32.75-48)",248,0,"DERIVED from birth_year, under the pre-specified recode rules documented in Appendix A2 (Table S2 for this sheet).",cohort description (Table 3.4),yes,,Described in this appendix
05_RecodedIndividual,alerji,"This shows whether each doctor reported having allergies, with 96 saying yes and 152 saying no.",categorical (text),Hayır = 152; Evet = 96,248,0,Taken directly from the recorded response,,no,source or intermediate form of allergy; the analysis uses allergy,Described in this appendix
05_RecodedIndividual,bu_sezon_asi,"This shows whether the doctor got a flu vaccine this season, with 91 saying yes and 157 saying no.",binary,0 = 157; 1 = 91,248,0,"DERIVED from current-season vaccination answer, under the pre-specified recode rules documented in Appendix A2 (Table S2 for this sheet).",,no,source or intermediate form of vax; the analysis uses vax,Described in this appendix
05_RecodedIndividual,fiziksel_aktivite,"This column shows whether the person reported doing physical activity, with answers of ""Yes"" or ""No.""",categorical (text),Hayır = 131; Evet = 117,248,0,Taken directly from the recorded response,,no,source or intermediate form of active; the analysis uses active,Described in this appendix
05_RecodedIndividual,gorev_unvan,"This shows the doctor's job title or level of specialty training, such as specialist, academic, resident, or general practitioner.",categorical (text),Uzman hekim / Yan dal uzmanı hekim = 90; Akademik ünvanı olan hekim = 89; Araştırma görevlisi (ana dal veya yan dal) hekim = 44; Pratisyen hekim = 25,248,0,Taken directly from the recorded response,,no,source or intermediate form of job_title; the analysis uses job_title,Described in this appendix
05_RecodedIndividual,gunluk_hasta,"This shows how many patients a physician saw on a given day, ranging from 1 to 100.",count,"numeric, 1 to 100; median 20 (IQR 10-40)",110,138,Taken directly from the recorded response,,no,source or intermediate form of pat_per_day; the analysis uses pat_per_day,Described in this appendix
05_RecodedIndividual,hane_riskli,"This shows whether the person's household was considered at higher risk, though we don't know exactly what made a household ""risky"" in this study.",ordinal,1 = 71; 2 = 177,248,0,"Household member at high risk, as used by the vaccination-uptake specification of record. Derived from household_highrisk: a missing response is set to 0, because the instrument only asks about OTHER household members and a physician living alone therefore has no response. The reference group is consequently a mixture of multi-person households with nobody at high risk and physicians living alone. This is a stated coding decision, not an imputation of unknown status; it is what gives the 242-physician complete-case sample of the uptake model.",M1,yes,,Described in this appendix
05_RecodedIndividual,hh,"The number of people living in the physician's household, from the registration questionnaire (Supplement S1).",ordinal,1 = 47; 2 = 81; 3 = 71; 4 = 38; 5 = 8; 6 = 3,248,0,"Count, 1 to 6 (6 denotes six or more).",—,yes,,Described in this appendix
05_RecodedIndividual,il_plaka,"This column shows the numbered code for the Turkish province where each physician is located, using official province numbers from 1 to 81.",count,"numeric, 2 to 81; median 34 (IQR 6-41)",248,0,Taken directly from the recorded response,geographic distribution (Table 3.2),yes,,Described in this appendix
05_RecodedIndividual,ili_siklik,"This shows how often the person had flu-like illness in a year, ranging from never to more than six times.",categorical (text),Yılda 1-2 defa = 156; Yılda 3-4 defa = 70; Yılda 5-6 defa = 11; Hiç = 8; Yılda 6'dan fazla defa = 3,248,0,Taken directly from the recorded response,,no,source or intermediate form of ili_freq_ord4; the analysis uses ili_freq_ord4,Described in this appendix
05_RecodedIndividual,komorbidite,"This shows whether the person had other existing health conditions, such as breathing, mental health, or hormone-related issues, or none at all.",categorical (text),13 distinct text categories; most frequent: Hiçbiri = 189; Çoklu durum (≥2) = 15; Solunum sistemi hastalığı = 13; Ruhsal bozukluk = 9,248,0,Taken directly from the recorded response,,no,source or intermediate form of comp_risk_any_nan; the analysis uses comp_risk_any_nan,Described in this appendix
05_RecodedIndividual,kurum_birim,"This shows the type of health facility where the physician works, such as a university hospital, health ministry hospital, family health center, or private clinic.",categorical (text),Üniversite (Kamu ya da Vakıf) - Hastane = 105; Sağlık Bakanlığı: Merkez - İl Sağlık Müdürlüğü - İlçe Sağlık Müdürlüğü - 112 Komuta Kontrol Birimi = 61; Sağlık Bakanlığı - Hastane = 56; Sağlık Bakanlığı: Aile Sağlığı Merkezi = 16; Özel Hastane / Klinik = 10,248,0,Taken directly from the recorded response,,no,source or intermediate form of institution_type; the analysis uses institution_type,Described in this appendix
05_RecodedIndividual,maske,"This shows whether the person wore a mask, based on answers of ""Yes"" (Evet) or ""No"" (Hayır).",categorical (text),Hayır = 69; Evet = 43,112,136,Taken directly from the recorded response,,no,source or intermediate form of mask; the analysis uses mask,Described in this appendix
05_RecodedIndividual,muayene_katilim,"This shows whether the doctor examines patients face-to-face directly, or works in a non-clinical or consulting role without direct patient contact.",categorical (text),Primer (yüz yüze) hasta muayene etmeyen - Klinik olmayan alan veya Konsültan (hasta ile doğrudan temas yok) = 136; Primer (yüz yüze) hasta muayene eden hekim = 112,248,0,Taken directly from the recorded response,,no,source or intermediate form of sees_pat; the analysis uses sees_pat,Described in this appendix
05_RecodedIndividual,nobet,"This shows how many on-call shifts each doctor worked, with most reporting none and a few reporting up to nine.",count,0 = 84; 1 = 4; 2 = 4; 3 = 1; 4 = 4; 5 = 5; 6 = 1; 7 = 4; 8 = 4; 9 = 1,112,136,Taken directly from the recorded response,,no,source or intermediate form of oncall_n; the analysis uses oncall_n,Described in this appendix
