sheet,variable,label,type,storage_dtype,unit,valid_values_or_range,n_nonmissing,n_missing,raw_or_derived,derivation_rule,source_variables,questionnaire_content,instrument
02_PersonWeeks,contact_adults_10plus,1 if the physician has daily close contact with more than ten people aged 18-65 outside the household and outside health care.,binary,float64,,0=1385; 1=3248,4633,96,DERIVED,"1 if the corresponding social-contact option is marked, 0 if it is not.",social contact answer,"the registration questionnaire asked the physician to mark their close-contact status in social life outside the household and outside health care, offering close daily contact with more than ten people aged eighteen to sixty-five, with more than ten children or adolescents, with more than ten people aged sixty-five and over, and none of these",registration questionnaire (Supplement S1)
02_PersonWeeks,contact_elderly_10plus,1 if the physician has daily close contact with more than ten people aged 65 and over outside the household and outside health care.,binary,float64,,0=4338; 1=295,4633,96,DERIVED,"1 if the corresponding social-contact option is marked, 0 if it is not.",social contact answer,"the registration questionnaire asked the physician to mark their close-contact status in social life outside the household and outside health care, offering close daily contact with more than ten people aged eighteen to sixty-five, with more than ten children or adolescents, with more than ten people aged sixty-five and over, and none of these",registration questionnaire (Supplement S1)
02_PersonWeeks,tstart,"Left endpoint of the counting-process interval for this person-week, on the season clock.",count,int64,week number,0.0 to 32.0,4729,0,DERIVED,Season week index minus one.,week_idx,,
02_PersonWeeks,tstop,"Right endpoint of the counting-process interval for this person-week, on the season clock.",count,int64,week number,1.0 to 33.0,4729,0,DERIVED,Equal to the season week index.,week_idx,,
02_PersonWeeks,event,Event indicator for the recurrent-event models; identical to the new-episode indicator.,binary,int64,,0=4232; 1=497,4729,0,DERIVED,Identical to new_episode.,new_episode,"the weekly reporting form asked whether the physician had symptoms of an influenza-like illness in the past week, and the form ended for those answering no",weekly reporting form (Supplement S1)
02_PersonWeeks,cluster_letter,"Agent-group letter only: A, B, C or D.",categorical,object,,B (n=428); A (n=97); C (n=50); D (n=25),600,4129,DERIVED,First letter of the recorded agent-group answer.,agent_cluster,"the weekly reporting form asked the physician to judge from clinical experience which agent group could be causing the symptoms, offering cluster A viral with systemic effect, cluster B viral with local effect, cluster C bacterial agents, and cluster D indistinguishable",weekly reporting form (Supplement S1)
02_PersonWeeks,event_A,1 in the week a new cluster A episode began. This is the incident influenza-like-illness event used in the vaccine and system-level analyses.,binary,int64,,0=4638; 1=91,4729,0,DERIVED,"1 if the week is a new-episode week and the agent group is A, 0 otherwise.","new_episode, cluster_letter","the weekly reporting form asked the physician to judge from clinical experience which agent group could be causing the symptoms, offering cluster A viral with systemic effect, cluster B viral with local effect, cluster C bacterial agents, and cluster D indistinguishable",weekly reporting form (Supplement S1)
02_PersonWeeks,event_B,1 in the week a new cluster B episode began. Cluster B is the negative-control outcome fixed in advance.,binary,int64,,0=4388; 1=341,4729,0,DERIVED,"1 if the week is a new-episode week and the agent group is B, 0 otherwise.","new_episode, cluster_letter","the weekly reporting form asked the physician to judge from clinical experience which agent group could be causing the symptoms, offering cluster A viral with systemic effect, cluster B viral with local effect, cluster C bacterial agents, and cluster D indistinguishable",weekly reporting form (Supplement S1)
02_PersonWeeks,event_C,1 in the week a new cluster C episode began.,binary,int64,,0=4686; 1=43,4729,0,DERIVED,"1 if the week is a new-episode week and the agent group is C, 0 otherwise.","new_episode, cluster_letter","the weekly reporting form asked the physician to judge from clinical experience which agent group could be causing the symptoms, offering cluster A viral with systemic effect, cluster B viral with local effect, cluster C bacterial agents, and cluster D indistinguishable",weekly reporting form (Supplement S1)
02_PersonWeeks,event_D,1 in the week a new cluster D episode began.,binary,int64,,0=4707; 1=22,4729,0,DERIVED,"1 if the week is a new-episode week and the agent group is D, 0 otherwise.","new_episode, cluster_letter","the weekly reporting form asked the physician to judge from clinical experience which agent group could be causing the symptoms, offering cluster A viral with systemic effect, cluster B viral with local effect, cluster C bacterial agents, and cluster D indistinguishable",weekly reporting form (Supplement S1)
02_PersonWeeks,symptom_week_cluster,Agent-group letter for the symptomatic week.,categorical,object,,B (n=428); A (n=97); C (n=50); D (n=25),600,4129,DERIVED,First letter of the recorded agent-group answer for that week.,agent_cluster,"the weekly reporting form asked the physician to judge from clinical experience which agent group could be causing the symptoms, offering cluster A viral with systemic effect, cluster B viral with local effect, cluster C bacterial agents, and cluster D indistinguishable",weekly reporting form (Supplement S1)
02_PersonWeeks,at_risk_new_episode,"1 if the physician could have started a new illness that week. It is 0 only in weeks where an illness was already under way, giving the at-risk denominator for incidence.",binary,int64,,0=103; 1=4626,4729,0,DERIVED,"0 if the weekly symptom answer is a continuing illness, 1 otherwise.",symptom_raw,,
02_PersonWeeks,gap_before,"1 if the physician missed one or more weeks immediately before this one, so this week follows a break in reporting.",binary,int64,,0=4201; 1=528,4729,0,DERIVED,"1 if the physician's preceding filed report is more than one week back, 0 otherwise; 0 for a physician's first filed week.","participant_id, week_idx",,
02_PersonWeeks,obs_seq,Position of this week within that physician's own sequence of filed reports: 1 is their first report.,count,int64,report number,1.0 to 33.0,4729,0,DERIVED,"Rank of the week within the physician's filed reports, ordered by week.","participant_id, week_idx",,
02_PersonWeeks,weeks_since_prev_episode,Number of weeks since that physician's preceding episode onset; empty when no preceding episode exists.,count,float64,weeks,1.0 to 31.0,2818,1911,DERIVED,Difference in season week index between this week and the physician's most recent preceding episode onset.,"week_idx, new_episode",,
02_PersonWeeks,episode_number,Number of episodes that physician has begun up to and including this week.,count,int64,episodes,0.0 to 12.0,4729,0,DERIVED,Running cumulative sum of the new-episode indicator within the physician.,new_episode,,
02_PersonWeeks,university,1 if the physician works in a public or foundation university hospital.,binary,int64,,0=2483; 1=2246,4729,0,DERIVED,1 if the recorded institution is the university-hospital option.,institution_type,"the registration questionnaire asked which institution or unit the physician works in, offering a Ministry of Health central, provincial or district health directorate or emergency command-control unit; a Ministry of Health family health centre; a Ministry of Health hospital; a public or foundation university hospital; and a private hospital or clinic",registration questionnaire (Supplement S1)
02_PersonWeeks,primarycare,"1 if the physician works in a primary-care or public-health setting, that is a family health centre or a central, provincial or district health directorate.",binary,int64,,0=3255; 1=1474,4729,0,DERIVED,1 if the recorded institution is a family health centre or a health-directorate option.,institution_type,"the registration questionnaire asked which institution or unit the physician works in, offering a Ministry of Health central, provincial or district health directorate or emergency command-control unit; a Ministry of Health family health centre; a Ministry of Health hospital; a public or foundation university hospital; and a private hospital or clinic",registration questionnaire (Supplement S1)
02_PersonWeeks,resident,1 if the physician is a resident in a main or subspecialty training programme.,binary,int64,,0=3923; 1=806,4729,0,DERIVED,1 if the recorded job title is the resident option.,job_title,"the registration questionnaire asked the physician's current job title, offering general practitioner, resident physician in a main or subspecialty programme, specialist or subspecialty specialist physician, and physician holding an academic title",registration questionnaire (Supplement S1)
02_PersonWeeks,gp,1 if the physician is a general practitioner.,binary,int64,,0=4311; 1=418,4729,0,DERIVED,1 if the recorded job title is the general-practitioner option.,job_title,"the registration questionnaire asked the physician's current job title, offering general practitioner, resident physician in a main or subspecialty programme, specialist or subspecialty specialist physician, and physician holding an academic title",registration questionnaire (Supplement S1)
02_PersonWeeks,academic,1 if the physician holds an academic title.,binary,int64,,0=2938; 1=1791,4729,0,DERIVED,1 if the recorded job title is the academic-title option.,job_title,"the registration questionnaire asked the physician's current job title, offering general practitioner, resident physician in a main or subspecialty programme, specialist or subspecialty specialist physician, and physician holding an academic title",registration questionnaire (Supplement S1)
02_PersonWeeks,had_ili_prev,1 if the physician had an influenza-like illness requiring attention in the preceding season.,binary,int64,,0=755; 1=3974,4729,0,DERIVED,"0 if the recorded answer is the no-such-illness option, 1 for every other option.",ili_healthcare_visit_2024_25,"the registration questionnaire asked whether the physician presented to a health-care facility for an influenza-like illness during the preceding season, distinguishing no such illness, self-managed treatment without presenting, at least one outpatient visit, at least one emergency-department visit without admission, and at least one inpatient episode",registration questionnaire (Supplement S1)
02_PersonWeeks,sought_care,1 if the physician presented to a health-care facility for an influenza-like illness in the preceding season. Interpretable only among physicians who had such an illness.,binary,int64,,0=3607; 1=1122,4729,0,DERIVED,"1 if the recorded answer is an outpatient visit, an emergency-department visit or an inpatient episode, 0 for self-managed treatment or no such illness.",ili_healthcare_visit_2024_25,"the registration questionnaire asked whether the physician presented to a health-care facility for an influenza-like illness during the preceding season, distinguishing no such illness, self-managed treatment without presenting, at least one outpatient visit, at least one emergency-department visit without admission, and at least one inpatient episode",registration questionnaire (Supplement S1)
02_PersonWeeks,contact_children,1 if the physician has daily close contact with more than ten children or adolescents outside the household and outside health care.,binary,int64,,0=4458; 1=271,4729,0,DERIVED,"1 if the corresponding social-contact option is marked, 0 if it is not.",social contact answer,"the registration questionnaire asked the physician to mark their close-contact status in social life outside the household and outside health care, offering close daily contact with more than ten people aged eighteen to sixty-five, with more than ten children or adolescents, with more than ten people aged sixty-five and over, and none of these",registration questionnaire (Supplement S1)
02_PersonWeeks,contact_elderly,1 if the physician has daily close contact with more than ten people aged 65 and over outside the household and outside health care.,binary,int64,,0=4434; 1=295,4729,0,DERIVED,"1 if the corresponding social-contact option is marked, 0 if it is not.",social contact answer,"the registration questionnaire asked the physician to mark their close-contact status in social life outside the household and outside health care, offering close daily contact with more than ten people aged eighteen to sixty-five, with more than ten children or adolescents, with more than ten people aged sixty-five and over, and none of these",registration questionnaire (Supplement S1)
02_PersonWeeks,reported,1 if the physician filed at least one weekly report.,binary,int64,,1=4729,4729,0,DERIVED,"1 if the physician has one or more filed weekly reports, 0 if none.","participant_id, week",,
02_PersonWeeks,comp_risk_n,Number of the physician's own conditions carrying a high risk of influenza complications.,ordinal,float64,conditions,0=3612; 1=722; 2=270; 3=64,4668,61,DERIVED,"Count of distinct condition groups marked, with the none option counting as zero.",komorbidite,"the registration questionnaire asked the physician to mark any conditions they have that carry a high risk of influenza or COVID-19 complications, with a mutually exclusive none option and a multi-select list covering respiratory, neurological, blood, endocrine, metabolic and other condition groups, and an option to decline to answer",registration questionnaire (Supplement S1)
02_PersonWeeks,n_episodes,Number of separate influenza-like-illness episodes the physician reported over the season.,count,int64,episodes,0.0 to 12.0,4729,0,DERIVED,Sum of the new-episode indicator within the physician.,new_episode,,
02_PersonWeeks,episode_group,"Episode count grouped as none, one, or two or more.",categorical,object,,2+ (n=2731); 1 (n=1385); 0 (n=613),4729,0,DERIVED,The episode count collapsed into the three groups shown.,n_episodes,,
02_PersonWeeks,cohort_112_primary,1 if the physician both filed weekly reports and examines patients face to face; this marks the subgroup used in the occupational-exposure analyses.,binary,int64,,0=2941; 1=1788,4729,0,DERIVED,1 if the reporting indicator is 1 and the face-to-face examination indicator is 1.,"reported, sees_pat",,
02_PersonWeeks,phys_active,1 if the physician meets the weekly aerobic physical-activity threshold; a duplicate of the physical-activity indicator carried for convenience.,binary,int64,,0=2405; 1=2324,4729,0,DERIVED,Identical to active.,active,the registration questionnaire asked whether the physician performs at least one hundred and fifty minutes of moderate-intensity or seventy-five minutes of vigorous-intensity aerobic physical activity per week,registration questionnaire (Supplement S1)
02_PersonWeeks,ili_freq_ord4,"Self-reported susceptibility to influenza-like illness in four ordered levels: 0 never, 1 once or twice a year, 2 three or four times a year, 3 five or more times a year. This is the susceptibility variable used in the individual-level models.",ordinal,int64,,0=138; 1=2991; 2=1416; 3=184,4729,0,DERIVED,"The five ordered response bands collapsed to four by merging the two sparsest upper bands, five or six times a year and more than six times a year, into a single top level.",ili_freq_per_year,"the registration questionnaire asked how often per year the physician has an influenza-like illness, in five ordered bands: never, once or twice, three or four times, five or six times, and more than six times a year",registration questionnaire (Supplement S1)
02_PersonWeeks,comp_risk_any_nan,"1 if the physician reports at least one condition carrying a high risk of influenza complications, 0 if none, and missing for physicians who chose not to answer. This is the comorbidity variable used in the individual-level models.",binary,float64,,0=3612; 1=1056,4668,61,DERIVED,"1 if any condition group is marked, 0 if the none option is marked, missing if the declined-to-answer option is marked.",komorbidite,"the registration questionnaire asked the physician to mark any conditions they have that carry a high risk of influenza or COVID-19 complications, with a mutually exclusive none option and a multi-select list covering respiratory, neurological, blood, endocrine, metabolic and other condition groups, and an option to decline to answer",registration questionnaire (Supplement S1)
02_PersonWeeks,social_risk_score,"Number of kinds of out-of-home close contact the physician has on a typical day, from 0 to 3. Defined for the 248 reporting physicians.",ordinal,int64,contact types (0-3),0=1320; 1=3009; 2=299; 3=101,4729,0,DERIVED,"Sum of the three out-of-home close-contact indicators: more than ten children or adolescents, more than ten adults aged 18-65, and more than ten people aged 65 and over.","temas_cocuk, temas_eriskin, temas_yasli","the registration questionnaire asked the physician to mark their close-contact status in social life outside the household and outside health care, offering close daily contact with more than ten people aged eighteen to sixty-five, with more than ten children or adolescents, with more than ten people aged sixty-five and over, and none of these",registration questionnaire (Supplement S1)
02_PersonWeeks,household_highrisk,"1 if a household member carries a high risk of influenza complications, 0 if none does, and missing for physicians living alone or declining to answer.",binary,float64,,0=2505; 1=1345,3850,879,DERIVED,"1 if the household-risk answer is yes, 0 if no, missing otherwise; the single-living response is left missing and never overwrites an affirmative answer.","household_complication_risk, household_size","the registration questionnaire asked whether one or more household members carry a high risk of influenza or COVID-19 complications, with the options yes, no, I live alone, and I prefer not to answer",registration questionnaire (Supplement S1)
02_PersonWeeks,paeds_patients,1 if the physician's patients are mainly children; undefined for physicians who see no patients.,binary,float64,,0=1393; 1=395,1788,2941,DERIVED,"1 if the recorded primary patient group is children, 0 for any other named group, missing when no group is recorded.",primary_patient_group,"the registration questionnaire asked patient-facing physicians which patient group makes up more than eighty per cent of their patients, offering children, adults, people aged sixty-five and over, and immunosuppressed patients",registration questionnaire (Supplement S1)
02_PersonWeeks,vuln_patients,1 if the physician's patients are mainly people aged 65 and over or immunosuppressed; undefined for physicians who see no patients.,binary,float64,,0=1713; 1=75,1788,2941,DERIVED,"1 if the recorded primary patient group is people aged 65 and over or immunosuppressed, 0 for children or adults, missing when no group is recorded.",primary_patient_group,"the registration questionnaire asked patient-facing physicians which patient group makes up more than eighty per cent of their patients, offering children, adults, people aged sixty-five and over, and immunosuppressed patients",registration questionnaire (Supplement S1)
03_Episodes,episode_id,"Code for one illness episode, formed as the physician code followed by an episode sequence number, so the weeks belonging to one illness group together.",identifier,object,,497 distinct values,497,0,DERIVED,Physician code concatenated with the within-physician episode sequence number.,participant_id,,
03_Episodes,participant_id,Anonymous physician code (format HEKIM-xxxxxxxxx) linking one physician across every sheet; no name or contact detail is stored.,categorical,object,,192 distinct values,497,0,RAW,Administrative identifier assigned at registration.,,,
03_Episodes,start_week,ISO year and week in which the episode began.,categorical,object,,33 distinct values,497,0,DERIVED,ISO week label of the episode onset week.,week,,
03_Episodes,end_week,ISO year and week in which the episode ended.,categorical,object,,33 distinct values,497,0,DERIVED,ISO week label of the last week of the episode.,week,,
03_Episodes,start_date,Monday date of the week in which the episode began.,date,datetime64[ns],,2025-09-29 to 2026-05-11,497,0,DERIVED,Episode onset week converted to the Monday of that week.,start_week,,
03_Episodes,duration_weeks,Number of reporting weeks the episode spanned.,ordinal,int64,weeks,1=394; 2=103,497,0,DERIVED,Number of consecutive weeks belonging to the episode.,episode_id,,
03_Episodes,agent_cluster,"The physician's clinical judgement of the likely agent group, in the original wording: cluster A viral with systemic effect, cluster B viral with local effect, cluster C bacterial, cluster D indistinguishable.",categorical,object,,B KÜMESİ (Viral - Lokal Etki) (n=341); A KÜMESİ (Viral - Sistemik Etki) (n=91); C KÜMESİ (Bakteriyel etkenler) (n=43); D Kümesi: Ayırt edemem/Bilmiyorum (n=22),497,0,RAW,"Recorded answer or administrative field, carried unchanged.",,"the weekly reporting form asked the physician to judge from clinical experience which agent group could be causing the symptoms, offering cluster A viral with systemic effect, cluster B viral with local effect, cluster C bacterial agents, and cluster D indistinguishable",weekly reporting form (Supplement S1)
03_Episodes,max_symptom_days,Longest reported symptom duration within the episode; empty when no duration was reported.,count,float64,days,1.0 to 21.0,91,406,DERIVED,Maximum of the reported symptom durations across the weeks of the episode.,symptom_duration_days,the weekly reporting form asked how many days the symptoms lasted,weekly reporting form (Supplement S1)
03_Episodes,any_work_absence,1 if the daily routine or work was disrupted at any point during the episode.,binary,int64,,0=468; 1=29,497,0,DERIVED,"1 if any week of the episode records a change in the daily routine, 0 if no week does.",daily_routine_impact,"the weekly reporting form asked whether the daily routine changed because of the illness, distinguishing no change, change without being able to take time off work, time off work with outpatient follow-up, and time off work with inpatient follow-up",weekly reporting form (Supplement S1)
03_Episodes,any_test,1 if any diagnostic test was performed during the episode.,binary,int64,,0=492; 1=5,497,0,DERIVED,"1 if any week of the episode records a test that was actually carried out, 0 otherwise.",diagnostic_test,"the weekly reporting form asked whether the physician was tested for the causative agent, distinguishing no test, a planned test, and polymerase-chain-reaction or rapid tests with influenza-positive, SARS-CoV-2-positive, dual-positive or negative results",weekly reporting form (Supplement S1)
03_Episodes,source_household_any,1 if any week of the episode named a symptomatic household member as the likely source.,binary,float64,,0=54; 1=37,91,406,DERIVED,Maximum of the household-source indicator across the weeks of the episode.,source_household,"the weekly reporting form asked the likely source of the symptoms, offering a health-care-related source, contact with a symptomatic household member, contact with another source outside health care and the household, and not knowing",weekly reporting form (Supplement S1)
03_Episodes,source_healthcare_any,1 if any week of the episode named a health-care-related source.,binary,float64,,0=66; 1=25,91,406,DERIVED,Maximum of the health-care-source indicator across the weeks of the episode.,source_healthcare,"the weekly reporting form asked the likely source of the symptoms, offering a health-care-related source, contact with a symptomatic household member, contact with another source outside health care and the household, and not knowing",weekly reporting form (Supplement S1)
03_Episodes,source_social_any,1 if any week of the episode named a source outside health care and the household.,binary,float64,,0=65; 1=26,91,406,DERIVED,Maximum of the other-source indicator across the weeks of the episode.,source_social,"the weekly reporting form asked the likely source of the symptoms, offering a health-care-related source, contact with a symptomatic household member, contact with another source outside health care and the household, and not knowing",weekly reporting form (Supplement S1)
03_Episodes,cluster_letter,"Agent-group letter only: A, B, C or D.",categorical,object,,B (n=341); A (n=91); C (n=43); D (n=22),497,0,DERIVED,First letter of the recorded agent-group answer.,agent_cluster,"the weekly reporting form asked the physician to judge from clinical experience which agent group could be causing the symptoms, offering cluster A viral with systemic effect, cluster B viral with local effect, cluster C bacterial agents, and cluster D indistinguishable",weekly reporting form (Supplement S1)
03_Episodes,cluster_label,"Agent group in English with its interpretation, for example A viral-systemic, used as the influenza-like-illness proxy.",categorical,object,,B: Viral-Local (n=341); A: Viral-Systemic (ILI proxy) (n=91); C: Bacterial (n=43); D: Unknown (n=22),497,0,DERIVED,The recorded agent-group answer mapped to an English label.,agent_cluster,"the weekly reporting form asked the physician to judge from clinical experience which agent group could be causing the symptoms, offering cluster A viral with systemic effect, cluster B viral with local effect, cluster C bacterial agents, and cluster D indistinguishable",weekly reporting form (Supplement S1)
03_Episodes,start_week_idx,Season week index of the episode onset week.,count,int64,week number,1.0 to 33.0,497,0,DERIVED,Episode onset week converted to the season week index.,start_week,,
03_Episodes,end_week_idx,Season week index of the last week of the episode.,count,int64,week number,1.0 to 33.0,497,0,DERIVED,Episode end week converted to the season week index.,end_week,,
03_Episodes,vax_protected,"1 from two weeks after the vaccination week onward, marking person-weeks in which vaccine protection is assumed to be established; weeks between vaccination and that point count as unprotected.",binary,int64,,0=333; 1=164,497,0,DERIVED,"1 if the physician is vaccinated and the season week index is at least two greater than the vaccination week index, 0 otherwise.","vax, week_idx, vax_week_idx","the registration questionnaire asked physicians vaccinated in the current season to mark the ISO week of vaccination from a list of dated weeks, with a no-vaccination option",registration questionnaire (Supplement S1)
03_Episodes,vax,1 if the physician received an influenza vaccine in the current season.,binary,int64,,0=305; 1=192,497,0,DERIVED,"1 if a vaccination week is recorded at registration or in any weekly report, 0 if the not-vaccinated option is recorded.",current-season vaccination answer,"the registration questionnaire asked physicians vaccinated in the current season to mark the ISO week of vaccination from a list of dated weeks, with a no-vaccination option",registration questionnaire (Supplement S1)
03_Episodes,vax_week_idx,"Season week index, 1 to 33, in which the vaccine was given; empty for unvaccinated physicians.",count,float64,week number,1.0 to 16.0,192,305,DERIVED,The recorded ISO vaccination week converted to the season week index.,vax_iso_week,"the registration questionnaire asked physicians vaccinated in the current season to mark the ISO week of vaccination from a list of dated weeks, with a no-vaccination option",registration questionnaire (Supplement S1)
03_Episodes,onset_week_idx,Season week index in which symptoms began.,count,int64,week number,1.0 to 33.0,497,0,DERIVED,Identical to start_week_idx.,start_week_idx,,
03_Episodes,under_vax_protection,1 if the episode began in a week in which vaccine protection was established.,binary,int64,,0=333; 1=164,497,0,DERIVED,Value of the protected-week indicator in the episode onset week.,"vax_protected, onset_week_idx",,
03_Episodes,age,Physician age in completed years.,count,int64,years,25.0 to 72.0,497,0,DERIVED,Season reference year minus the reported year of birth.,birth_year,the registration questionnaire asked for the physician's year of birth as a four-digit number,registration questionnaire (Supplement S1)
03_Episodes,age10,"Physician age expressed in units of ten years, so a one-unit change is ten years.",continuous,float64,10-year units,2.5 to 7.2,497,0,DERIVED,Age in years divided by ten.,age,the registration questionnaire asked for the physician's year of birth as a four-digit number,registration questionnaire (Supplement S1)
03_Episodes,female,"1 if the physician is female, 0 if male.",binary,int64,,0=169; 1=328,497,0,DERIVED,"1 if the recorded sex is the female option, 0 otherwise.",sex,"the registration questionnaire asked the physician's biological sex, with the options female and male",registration questionnaire (Supplement S1)
03_Episodes,sees_pat,"1 if the physician performs primary face-to-face patient examination, 0 if they work without direct patient contact.",binary,int64,,0=295; 1=202,497,0,DERIVED,1 if the recorded answer is the face-to-face examination option.,sees_patients,"the registration questionnaire asked whether the physician performs primary face-to-face patient examination, the alternative being a non-clinical or consultant role with no direct patient contact",registration questionnaire (Supplement S1)
03_Episodes,reported,1 if the physician filed at least one weekly report.,binary,int64,,1=497,497,0,DERIVED,"1 if the physician has one or more filed weekly reports, 0 if none.","participant_id, week",,
04_WeeklySystem,week_idx,Season week counted from the start of surveillance: 1 is 2025-W40 and 33 is 2026-W20.,count,int64,week number (1-33),1.0 to 33.0,33,0,DERIVED,Rank of the ISO week within the 33-week season window 2025-W40 to 2026-W20.,week,,
04_WeeklySystem,week,"ISO year and week label of the reporting week, for example 2025-W40.",identifier,object,,33 distinct values,33,0,RAW,ISO week label of the reporting week.,,,
04_WeeklySystem,n_reporters,"Number of physicians who filed a report that week. The series rises over the opening weeks before reaching a plateau, so raw weekly counts must be read against this denominator.",count,int64,physicians,44.0 to 177.0,33,0,DERIVED,Count of filed weekly reports in that week.,"participant_id, week_idx",,
04_WeeklySystem,person_weeks,Number of person-weeks contributed that week; equal to the number of physicians filing that week.,count,int64,person-weeks,44.0 to 177.0,33,0,DERIVED,Count of person-week records in that week.,week_idx,,
04_WeeklySystem,pw_at_risk_new,Number of person-weeks in that week that could have started a new illness. This is the incidence denominator.,count,int64,person-weeks,44.0 to 174.0,33,0,DERIVED,Weekly sum of the at-risk indicator.,at_risk_new_episode,,
04_WeeklySystem,n_symptomatic,"Number of person-weeks that week with symptoms, new or continuing.",count,int64,person-weeks,8.0 to 27.0,33,0,DERIVED,Weekly sum of the symptomatic-week indicator.,symptomatic,,
04_WeeklySystem,n_new_episodes,"Number of new influenza-like-illness episodes beginning that week, all agent groups.",count,int64,episodes,7.0 to 24.0,33,0,DERIVED,Weekly sum of the new-episode indicator.,new_episode,,
04_WeeklySystem,n_new_A,Number of new cluster A episodes beginning that week. This is the participatory influenza-like-illness count compared with the sentinel stream.,count,int64,episodes,0=2; 1=7; 2=6; 3=7; 4=6; 5=3; 6=2,33,0,DERIVED,Weekly sum of the cluster A event indicator.,event_A,,
04_WeeklySystem,n_new_B,Number of new cluster B episodes beginning that week.,count,int64,episodes,2.0 to 20.0,33,0,DERIVED,Weekly sum of the cluster B event indicator.,event_B,,
04_WeeklySystem,n_new_C,Number of new cluster C episodes beginning that week.,ordinal,int64,episodes,0=7; 1=14; 2=8; 3=3; 4=1,33,0,DERIVED,Weekly sum of the cluster C event indicator.,event_C,,
04_WeeklySystem,n_new_D,Number of new cluster D episodes beginning that week.,ordinal,int64,episodes,0=17; 1=11; 2=4; 3=1,33,0,DERIVED,Weekly sum of the cluster D event indicator.,event_D,,
04_WeeklySystem,n_sym_A,"Number of symptomatic person-weeks that week judged to be cluster A, including continuation weeks.",count,int64,person-weeks,0=2; 1=5; 2=7; 3=7; 4=7; 5=2; 6=2; 7=1,33,0,DERIVED,Weekly sum of the cluster A symptomatic-week indicator.,agent_A,,
04_WeeklySystem,n_protected,Number of person-weeks in that reporting week counted as protected by vaccination.,count,int64,person-weeks,0.0 to 74.0,33,0,DERIVED,Weekly sum of the protected-week indicator.,vax_protected,,
04_WeeklySystem,ili_rate_per1000_pw,Weekly episode rate per one thousand person-weeks reported.,continuous,float64,episodes per 1000 person-weeks,49.3827 to 181.8182,33,0,DERIVED,One thousand times the number of new episodes divided by the person-weeks reported that week (verified against the sheet to machine precision; the at-risk denominator does not reproduce it).,"n_new_episodes, person_weeks",,
04_WeeklySystem,A_rate_per1000_pw,Weekly cluster A episode rate per one thousand person-weeks reported.,continuous,float64,episodes per 1000 person-weeks,0.0 to 45.4545,33,0,DERIVED,One thousand times the number of new cluster A episodes divided by the person-weeks reported that week (verified against the sheet to machine precision; the at-risk denominator does not reproduce it).,"n_new_A, person_weeks",,
04_WeeklySystem,pct_A_of_new_episodes,"Share of that week's new episodes judged to be cluster A, as a percentage. This is the participatory series used in the system-level comparison.",continuous,float64,percent,0.0 to 62.5,33,0,DERIVED,One hundred times the number of new cluster A episodes divided by the number of new episodes that week.,"n_new_A, n_new_episodes",,
04_WeeklySystem,sym_prevalence_pct,"Share of that week's person-weeks with symptoms, as a percentage, including symptoms carried over from a preceding week.",continuous,float64,percent,5.7325 to 18.1818,33,0,DERIVED,One hundred times the number of symptomatic person-weeks divided by the person-weeks reported that week.,"n_symptomatic, person_weeks",,
04_WeeklySystem,sb_ili_consultations,Number of influenza-like-illness consultations recorded that week by the national sentinel network.,count,int64,consultations,53.0 to 220.0,33,0,RAW,Weekly national sentinel figure as published.,,,
04_WeeklySystem,file_salgintr_ILI,Participatory episode count for that week as held in the two-stream weekly file; equal to new episodes of any agent group.,count,int64,episodes,7.0 to 24.0,33,0,RAW,Weekly participatory count as held in the two-stream file.,,,
04_WeeklySystem,sb_positive_cases,Number of sentinel specimens testing positive for influenza that week.,count,int64,specimens,1.0 to 126.0,33,0,RAW,Weekly national sentinel figure as published.,,,
04_WeeklySystem,file_salgintr_Vaka,Participatory influenza-like-illness count for that week as held in the two-stream weekly file; equal to new cluster A episodes.,count,int64,episodes,0=2; 1=7; 2=6; 3=7; 4=6; 5=3; 6=2,33,0,RAW,Weekly participatory count as held in the two-stream file.,,,
04_WeeklySystem,week_start_date,Monday date on which the reporting week begins.,date,datetime64[ns],,2025-09-29 to 2026-05-11,33,0,DERIVED,ISO week label converted to the Monday of that week.,week,,
04_WeeklySystem,week_end_date,Sunday date on which the reporting week ends.,date,datetime64[ns],,2025-10-05 to 2026-05-17,33,0,DERIVED,Week start date plus six days.,week,,
04_WeeklySystem,sb_positivity_pct,"Share of sentinel specimens testing positive for influenza that week, as a percentage. This is the reference series in the system-level comparison.",continuous,float64,percent,0.9009 to 57.2727,33,0,DERIVED,One hundred times the sentinel positive count divided by the sentinel consultation count.,"sb_positive_cases, sb_ili_consultations",,
04_WeeklySystem,file_matches_recomputed_ILI,TRUE if the two-stream file's episode count for that week equals the count recomputed from the weekly symptom answers.,binary,bool,,1=33,33,0,DERIVED,TRUE if file_salgintr_ILI equals n_new_episodes for that week.,"file_salgintr_ILI, n_new_episodes",,
04_WeeklySystem,file_matches_recomputed_Vaka,TRUE if the two-stream file's influenza-like-illness count for that week equals the count recomputed from the weekly agent-group answers.,binary,bool,,1=33,33,0,DERIVED,TRUE if file_salgintr_Vaka equals n_new_A for that week.,"file_salgintr_Vaka, n_new_A",,
05_RecodedIndividual,pid,"Anonymous physician code, identical in form and meaning to the code used in the other sheets.",identifier,object,,248 distinct values,248,0,RAW,Administrative identifier assigned at registration.,,,
